word	local_natclass_trigrams	nonlocal_natclass_trigrams	length
χ a ɮ ɢ ə n	126281	597242	6
χ a t ə ʧ	103323	331302	5
χ a t ə ɢ ʧʰ t ə ŋ	216723	2427189	9
χ a t ə ɢ ʧʰ t ə g	224752	2625926	9
x i ʦʰ u t ə ʧ	187457	1321123	7
x i ʦʰ u g	104873	344750	5
x i x ə x	116523	385506	5
x i tʰ r e g u i	239199	2217729	8
x i s ə g ɮ ə ɮ	228162	2192000	8
x i r ə m tʰ e	180495	1330192	7
x i r ə g ʦʰ ə n t e	286278	4452120	10
x i r ə g tʰ ə m	223443	1976867	8
x i r ə g s ə ɮ u t	320198	4702016	10
x i r ə g s ɮ u t ə r	354423	6624795	11
x i r ə g ɮ ə g e	286121	3452636	9
x i r ə g ɮ ə g ʧʰ ə t ə t	430939	11141474	13
x i r ə g ɮ ə g ʧʰ ə t t e	425979	11290974	13
x i r ə g ɮ ə g ʧʰ t ə s	380464	8249350	12
x i r ə g ʧ u ɮ s nʲ i	339737	6111177	11
x i r ʧʰ e t	168102	806340	6
x i r ʧʰ ə ʧ	166056	807972	6
x i r m ə ɮ	139268	755644	6
x i r gʲ i ŋ x e	171765	1791631	8
x i n ə g	91341	318678	5
x i nʲ i x	94743	333234	5
x i m n e t	108468	607560	6
x i mʲ i g	78375	284130	5
x i m ʧ e s i ŋ	182325	1629479	8
x i m ʧ e nʲ i x e	235323	3001104	9
x i m ʧ e nʲ i x	192852	1867530	8
x i m ʧ e ŋ	114939	574266	6
x i m ʧ ə ɮ tʰʲ ə g	252104	2973368	9
x i ɮ u ɮ e t	234247	1533127	7
x i ɮ ə n t e	186045	1349617	7
x i ɮ ə ŋ g e	164076	1224382	7
x i ɮ ə ɮ ʦʰ u ɮ gʲ i g	352115	6204083	11
x i ɮ ə ɮ ʦʰ ə x ə t	341880	4961960	10
x i ɮ ə ɮ ʦʰ ʧ e	256310	2395120	8
x i ɮ ə ɮ ʦʰ w ə ɮ	273800	3352214	9
x i ɮ x ə ʧ	166056	807972	6
x i ɮ s ə n t	175343	1186627	7
x i ɮ m ə g t u ɮ ə ɮ tʰ ə t	466459	13998658	14
x i ɮʲ i	89298	169884	4
x i w ə n t	117003	600194	6
x i w ʃ s ə ŋ	135155	947266	7
x i w tʰ ə x t e	203374	2001954	8
x i w ɮ u ɮ ə ŋ	227078	1943724	8
x i w ɮ ə g ʧʰ	170764	1201578	7
x i w ɮʲ i t e	180510	1328674	7
χ ʊ ʦʰ ə ʧ	103323	331302	5
χ ʊ ʦʰ a t	93093	296778	5
χ ʊʊ ʧʰ n ə g	118962	581566	6
x ʊʊ r ʧʰ i ŋ	142395	626780	6
χ ʊʊ r tʰ	69856	129472	4
χ ʊʊ ɮʲ ʊ t ə t	194071	1263952	7
χ ʊʊ ɮ p ə r ɮ ə ʧ	268657	3085540	9
χ ʊʊ t s ə ŋ	112421	514624	6
χ ʊ tʰ ɢ a t	110022	555304	6
χ ʊ s ə ʧ	96657	318678	5
χ ʊ r ə ŋ	108262	295474	5
χ ʊ r ʦʰ ə t s ə ŋ	238946	2616026	9
χ ʊ r ʊ ɢ a r	165066	1168658	7
χ ʊ r s ə ŋ	131683	575266	6
χ ʊ r ɢ ə s ə ŋ	191512	1646072	8
χ ʊ r ə ɮ t t ə g	275613	3065696	9
χ ʊ r a ɮ ɢ ə ʧ	217523	1976479	8
x ʊ r a ʧ e	163350	830808	6
χ ʊ n t ə ɢ ə tʰ a i	252767	3769030	10
χ ʊ n	24057	24057	3
χ ʊ m a	49500	101178	4
x ʊ ɮ e ʧ	135531	427086	5
χ ʊ ɮ tʰ ə r	159655	769030	6
χ ʊ ɮ ɢ a i ɮ ə χ	247206	2791744	9
χ ʊ t ə ɮ t a ʧʰ t ə ŋ	318804	5376806	11
χ ʊ t ə ɮ t a tʰ a i	290633	4185928	10
χ ʊ ɢ ə r χ a i	189839	1758149	8
χ ʊ ɢ ə r s ə ŋ	193514	1646072	8
χ ʊ wʲ s ɢ ə ɮ ʧʰ t ə ŋ	279859	4793740	11
χ ʊ wʲ s ə ʧ	114276	590892	6
χ ʊ w ʦʰ s ə n t a	193962	2359456	9
χ ʊ w ʦʰ s a r	138214	1021506	7
χ ʊ w ʦʰ ə s ɮ ə χ	229214	2620646	9
χ ʊ w ʦʰ ə s ɮ a t	225810	2625926	9
χ ʊ wʲ ə r ɢ ə ɮ tʰ	244577	2877293	9
χ ʊ wʲ ə r ə ŋ	174758	1068790	7
χ ʊ wʲ ə r ə m tʰ ɢ a i	285035	5149616	11
χ ʊ wʲ ə r ə ɮ tʰ	239101	2068147	8
χ ʊ wʲ ə r ə w	180234	1133890	7
χ ʊ wʲ ə ŋ	79002	243024	5
χ ʊ w a ɢ t a t	158697	1505676	8
χ ʊ a r ə n t	182805	1154029	7
χ ɔ j ə r tʰ ɔ i ɢ ɔ	325794	4886621	10
χ ɔ j ə r t m ə ɮ	253804	3145640	9
χ ɔ ʃ ʊ t ə ŋ	171058	1097902	7
χ ɔ ʧʰ ɮ ə χ	168732	752012	6
χ ɔ ʧʰ ə ɮ t ə g	249910	2184680	8
x ɔ ʧʰ i g	120879	382338	5
χ ɔ tʰ χ ə n t	160758	1102260	7
χ ɔ tʰ ʊ t a r	183066	1297500	7
χ ɔ tʰ ə ʧʰ	123040	387334	5
χ ɔ tʰ ə n	115936	345436	5
χ ɔ tʰ ɢ ə r ə ŋ	216685	1869402	8
χ ɔ s ə g	107213	339398	5
χ ɔ s ə r	115797	392742	5
χ ɔ rʲ s ə ŋ	161735	686978	6
χ ɔ r χ ɔ i tʰ ɔ i	289296	3468464	9
χ ɔ r χ ɔ i n ʊ t	252963	2989284	9
χ ɔ r χ ɔ i g	198645	1305059	7
χ ɔ r tʰ ə ŋ	159359	680410	6
χ ɔ r ə ɮ ɮ ə ɴ χ ə ŋ	345099	5761540	11
χ ɔ r ɔ ɮ ɮ ɔ s	315536	2644698	8
χ ɔ r ə ɢ t ʊ ɮ ə χ	309093	4397464	10
χ ɔ r ə ɢ t ə χ	223295	1966331	8
χ ɔ r ə n	134051	377726	5
χ ɔ r m ɔ i ɢ ɔ r	260432	3323382	9
χ ɔ rʲ ə ɢ ɮ ə ŋ	248332	2066736	8
χ ɔ rʲ ə ɢ t ɮ ʊ t ə g	353486	6236846	11
χ ɔ r ɢ ə ɮ	151589	784618	6
χ ɔɔ s ə r s ə ŋ	215093	1830689	8
χ ɔɔ s ə n t	132324	626756	6
x ɔɔ ɮ ʦ u i ʧʰ	216968	1478432	7
χ ɔ nʲ ʧʰ ə ŋ	133611	610050	6
χ ɔ ɴ χ ə r tʰ	151457	1109170	7
χ ɔ n ə w	96822	306688	5
χ ɔ m r ə ɢ ɮ ə ŋ	236725	2737157	9
χ ɔ m ɔ ɮ	107625	387702	5
χ ɔ ɮ ə g	136789	392742	5
χ ɔ ɮ tʰ s ə g	189292	1260616	7
χ ɔ ɮʲ ə ɮ t ɔ t	292580	2536278	8
χ ɔ ɮ t ʊ ɮ ə ŋ	238983	2007993	8
χ ɔ ɮ p ɔ s ʊ t	206992	1937662	8
χ ɔ ɮ p ɔ s ɔ	186837	1362807	7
χ ɔ ɮ p ɔ t ə ŋ	212235	1859487	8
x ɔ ɮ p ə ʧ e	192141	1445403	7
χ ɔ ɮ p ə ɢ ʧʰ	161209	1124930	7
χ ɔ ɮ p ə ɢ t ʊ ɮ ʧ	264027	4080432	10
χ ɔ ɢ ɢ ə j	110370	593105	6
χ ɔ i ʃ ɮ ə ɢ t s ə ŋ	304423	5313484	11
x ɔ i ʃ ɮ ə g t ʧ e	309410	4866200	10
χ ɔ i m r ə ŋ	165224	1092142	7
χ ɔ i ɮ ə g	171470	776400	6
χ ɔ ʧ ə n	119559	351894	5
χ ɔ ɢ ɔ r	111930	395630	5
χ ɔ ɢ ə ŋ	89388	274923	5
χ ɔ ɢ ə n	94198	306688	5
xʲ i r ə n t e	182382	1297750	7
xʲ i r tʰ e	121878	397221	5
xʲ i ɮ ə n ʦʰ i ŋ	199866	1692184	8
xʲ i ɮ ʧʰ ə t	159951	749002	6
xʲ i ɮ s e r	155733	791882	6
xʲ ii ʧʰ ɮ e	118371	397221	5
xʲ ii tʰ e	70656	145536	4
xʲ ii s w ə r ɮ ə ɮ	267419	3155748	9
xʲ ii n t	52704	107574	4
xʲ ii ŋ g e	66418	274156	5
xʲ ii m ə t	82275	294469	5
xʲ ii ɮ g u ɮ s ə ŋ	252266	2785032	9
xʲ ii t g e r e	191713	1348854	7
xʲ ii t gʲ i g	104060	537570	6
xʲ ii g e s	96831	318305	5
xʲ ii g t s e r	159587	1185914	7
xʲ i ʧ ə g	108372	338232	5
x a j ə x g u i	212157	2029781	8
χ a j ə χ ə t	161262	1108102	7
χ a j ə ŋ	87780	258759	5
χ a j ə ɢ ɮ ə s ə ŋ	266416	3716215	10
χ a j ə ɢ t ɮ ə g	234004	2707115	9
x a j ə g g u i	199133	1937625	8
χ a j a n a s	141372	968814	7
χ a j a ɢ a r	145200	1064778	7
χ a ʃ ə ɢ t s ə ŋ	205359	2323393	9
χ a ʃ ɢ ə r m a r	214910	2674644	9
χ a ʃ a ɢ a r	148038	1079618	7
χ a χ ə ʧ	89991	306054	5
χ a ʊ s	60984	112662	4
χ a tʰ ʊ r s ə ŋ	201148	1691806	8
χ a tʰ ɢ ə ɮ ɢ	157940	1046066	7
χ a tʰ ə n tʰ a i	194880	1784932	8
χ a tʰ ə ɢ tʰ a i ŋ	215414	2377994	9
χ a tʰ ə w ʧʰ	130114	609886	6
χ a rʲ t ə g	158764	709860	6
χ a r ʃ ə ɮ ʧ	200873	1317019	7
χ a r χ ə ŋ	124875	555970	6
χ a r ʊ ɮ t ə ŋ	223961	1836769	8
χ a r ʊ i	113553	343926	5
x a r s ə ŋ g u i	221630	2787932	9
χ a r s ə n a	170015	1122767	7
χ a rʲ j ʊ ʦʰ ə ɢ ʧʰ	247820	2819847	9
χ a rʲ j ʊ ɮ ə j	240588	2090516	8
χ a rʲ j ʊ ɮ ʧʰ ə χ ɮ a	342708	6149302	11
x a rʲ j ʊ ɮ a g u i	308979	4659756	10
χ a rʲ ə ɮ ʦʰ ʊ r	260862	2285644	8
x a rʲ i ŋ x ə ŋ	196746	1762552	8
χ a r t a	108669	331302	5
χ a r ɢ ə s ɮ ə ɮ	258260	3089950	9
χ a r ɢ ə ɮ ʦ s ə ŋ	271987	3788145	10
χ a r ɢ ə ɮ ʦ ə n	255485	2877293	9
χ a r w ə χ ə t	194213	1798003	8
χ a r w a s	121341	580810	6
χ a r ə χ ə ŋ	174048	1068790	7
χ a r ə n t a ɢ a	228609	2624134	9
χ a r ə m ɮ ə χ	217782	1902940	8
χ a r ə m ɮ ə s ə ŋ	283827	3929156	10
χ a r ə m ɮ a t	214970	1907644	8
χ a r a i ɮ ɢ ə ʧ	252932	2972914	9
χ a r ə ɢ t ʊ ɮ ə n	290149	4095048	10
χ a r ə ɢ t ə χ ə ŋ	263292	3679226	10
x a r ə g t a g u i	288586	4380224	10
χ a r ə w s ə ŋ	193140	1646072	8
χ a r a ʧʰ	113553	343926	5
χ a r a ɢ a	133320	619578	6
χ a n ʃ tʰ a i	146046	1024848	7
χ a n ʃ a r	117150	610536	6
x a nʲ i g	90915	308682	5
χ a n t ʊ ɮ t ə g	230703	2655004	9
χ a n tʲ ə w ɮ ə ʧ	234538	2791744	9
χ a n tʲ ə wʲ ə ŋ	178335	1550623	8
χ a n tʲ ə w a r	181665	1758149	8
χ a ɴ ɢ ʊ t ə ŋ	147037	1329934	8
χ a ɴ ɢ ə n ə tʰ ə ɮ	242163	3714679	10
χ a ɴ ɢ ə m ʧ ʊ t	175201	2173471	9
χ a ɴ ɢ a i ŋ	109626	757658	7
χ a n ə tʰ ə ɮ	176608	1231540	7
χ a n ə n t a	142587	1007139	7
x a n ə m ʧ g u i	212613	2708596	9
χ a m tʰ r ə ɢ ʧʰ a	217737	2593939	9
x a m tʰ ɮ ə gʲ i ŋ x a	257849	4967772	11
χ a m r ʊ ɮ ə χ ə g	276576	3979272	10
χ a m r ə ɢ t ə n	213232	2507178	9
χ a m ɢ a ɮ ə χ ə g	244995	3583184	10
χ a m ɢ a ɮ ə ɢ ʧʰ t ə ŋ	299121	6247196	12
x a m ə r ʧʰ e	184771	1347469	7
χ a m a r ʊ ɮ ə n	247635	2761312	9
χ a m a r ʊ ɮ t ə g	279048	3985464	10
χ a m a r ə χ ə g	228099	2646976	9
χ a ɮʲ tʰʲ ə r ɢ a	239519	2040434	8
χ a ɮ χ ʊ t	126522	610536	6
χ a ɮ ʊ n	106227	306054	5
χ a ɮ ʊ n a r	168597	1185291	7
x a ɮ tʰʲ i	118437	378576	5
χ a ɮ ə n	115107	328974	5
χ a ɮʲ ʊ r s ə ŋ	229957	1874299	8
χ a ɮʲ ə m ə g	185567	1208125	7
χ a ɮʲ ə m ə ɢ tʰ	213576	1855026	8
χ a ɮʲ ə m ə ɢ ə ŋ	239550	2626753	9
χ a ɮ t ɮ ə ɢ a s	247918	2793584	9
χ a ɮ t a ʧ	142428	672588	6
χ a ɮ ə m ʦʰ ʊ	166619	1121431	7
χ a ɮ ə m ʧ ɮ ə χ	255559	2875648	9
χ a ɮ ə m ʧ ɮ ə ŋ	248714	2721278	9
χ a ɮ ə ɢ t s ə n	229168	2620646	9
χ a ɮ ə ɢ t s ə ŋ	223803	2476531	9
χ a ɮ a s n a s	186186	1660144	8
χ a ɮ a s ə n t a	231639	2711344	9
χ a ɮ a s	108669	318678	5
χ a ɮ a ɮ tʰ	157509	725078	6
χ a ɮ a ʧ	113553	343926	5
χ a ɢ ə r	90506	322274	5
χ a i ʃ	63162	118404	4
χ a i χ a r	121176	630180	6
χ a i r ʧʰ	109989	343926	5
χ a i r ʦʰ ə ɢ tʰ a i	272896	3991408	10
x a i r ɮ ə t ə g g u i	387844	8502098	12
χ a i ɴ ɢ	72237	220407	5
χ a i ɮ ʊ ɮ ʧ	195459	1285089	7
χ a i ɮ m ə g	161271	1090837	7
χ a i ɮ a s	145398	651384	6
χ a ʧ ʊ t ə χ	167919	1095273	7
χ a t tʰ a i	127941	623358	6
χ a t ɢ ə ɮ ə ɢ t s a r	324154	7175332	12
χ a ɢ ə ʦʰ ɮ ə ŋ	199730	1686948	8
χ a ɢ ə r ə χ	178122	1133890	7
χ a ɢ ə r ə ŋ	171277	1053370	7
χ a ɢ ə ɮ p ə r	184967	1832969	8
χ a wʲ tʰ ə ɮ t	170784	1138720	7
χ a w ʧʰ a r	120087	619578	6
χ a w χ	46332	89343	4
χ a w tʰ ə s tʰ a i	215550	2573714	9
χ a wʲ j a s	106227	528858	6
χ a w ə r tʰ	134314	648162	6
χ aa j a a	90270	296685	5
χ aa ʧʰ s ə ŋ	118151	531786	6
χ aa ʧʰ ə χ t ə g	195752	1760857	8
χ aa χ a r	84807	300324	5
χ aa n ʧʰ ɮ ə ɮ	180637	1231540	7
χ aa ɮ a	71040	132519	4
χ aa t ə g	96751	301092	5
χ aa ɢ ʧʰ t ə g	147632	1007594	7
χ aa ɢ ʧʰ t ə t	149926	1036342	7
pʰ ee	0	0	2
pʰ e ŋ	19734	19734	3
pʰ ee s p u g	98716	510556	6
pʰ ʊ ɴ ɢ ʦʰ ʊ t	111617	794710	7
pʰ r a n ʦʰ ʧʰ ʊ t	183810	1656280	8
pʰ r a ɢ ʦʰ	86427	264408	5
pʰ ɮ ɔ tʰ ə ŋ	158027	635142	6
pʰʲ i ɮ ə s ə pʰ ʧʰ ə t	271358	3896760	10
pʰʲ i ɮ ə s ə pʰʲ ə ʧʰ t ə ŋ	337847	6867877	12
pʰʲ i ɮ ə s ə pʰʲ ə tʰ ɔ i	327900	5829256	11
pʰʲ i s tʰʲ ə w ə ɮʲ	192791	1853378	8
pʰʲ i r mʲ ə n tʰ u t	218448	2558914	9
pʰ a ʃ ə s tʰ	128979	579470	6
pʰ a ɢ ə ɮʲ tʰʲ ə tʰ ə t	306410	4238041	10
ʊ j ə ɮ t ʊ ɮ ə χ	277981	3160744	9
ʊ j a t	63360	127809	4
ʊ j a	32670	32670	3
ʊ χ n	24057	24057	3
ʊ χ t ə g	91853	306830	5
ʊ χ ə m s r ə ŋ	181411	1625055	8
ʊ χ ə m s ə r ɮ ə ʧ	297776	4365152	10
ʊ x ə m s ə r g u i t	316831	5807867	11
ʊ x ə m s ə r g u i	278980	4291192	10
ʊ χ a r ə w	143141	658346	6
ʊʊ r ʃ ə χ	110112	349276	5
ʊʊ r s ə ŋ	97643	302023	5
ʊʊ r ɮ ə s ə ŋ	197469	1240750	7
ʊʊ r ɢ a s	87412	306335	5
ʊʊ r a	39072	39072	3
ʊʊ ɮ s ə t	107300	363322	5
ʊʊ ɮ ʦ s ə n ə χ a	232434	2824251	9
ʊʊ ɮ ʦ w ə r tʰ	178858	1282395	7
ʊʊ ɮ ʦ ə χ ə t	181596	1283270	7
ʊʊ ɮ ʦ ə ɮ tʰ a	208384	1407240	7
ʊʊ ɮ ʦ ə ɮ g u i	240315	2242764	8
ʊʊ ɮ ʦ	37888	37888	3
ʊʊ ɮ ɢ ə ɮ ə ŋ	182743	1190020	7
ʊʊ g a g u i	129195	662786	6
ʊ tʰ ə s a	108817	351268	5
ʊ tʰ a g u i	136290	705754	6
ʊ s n a	51678	112662	4
ʊ s ə ɮ ɢ a g	167332	1138394	7
ʊ rʲ t ʧʰ ə ɮ a t	249942	2290732	8
ʊ r χ ə n t	127872	648832	6
ʊ r xʲ i	73260	146223	4
ʊ r ʊ ɮ ə g	170348	805732	6
ʊ r ʊ ɮ ə n t	198579	1317019	7
ʊ r ʊ ɮ a r	170940	855820	6
ʊ r ʊ t s ə ŋ	164680	1103422	7
ʊ r ɮ ə ɮ ə ŋ	227254	1393790	7
ʊ r ɮ ə ʧ	141007	442594	5
ʊ r ɮ ə t ə g	213971	1422273	7
ʊ rʲ j a ɮ m a r	209385	2112193	8
ʊ r ɢ ʊ ɮ t ə g	208791	1978103	8
ʊ r ɢ ə ʦʰ ə ŋ	164835	1114386	7
ʊ r ə m ʃ ʊ ɮ ʧ	211796	2046898	8
ʊ r ə m g u i x ə ŋ	275909	4009820	10
ʊ r ə m g u i	168461	1247107	7
ʊ r ə ɮ t s ə ŋ	228401	1969127	8
ʊ r ə ɮ t t ə g	242646	2192840	8
ʊ r ə ɮ t ə χ	211677	1384855	7
ʊ r ə ɢ tʰ	111555	355239	5
ʊ r ə ɢ t s ə ŋ	190836	1729360	8
ʊ n	0	0	2
ʊ n ʃ ʊ ʃ tʰ a i	187275	1768385	8
ʊ n ʃ ʊ ɮ s ə ŋ	191809	1671529	8
ʊ n ʃ ʊ ɮ ə χ	175233	1154029	7
ʊ n ʃ s a r	116970	631220	6
ʊ n ʃ ɮ ə ɢ ə ŋ	193381	1686948	8
ʊ n ʃ ə ɢ ʧʰ ə t t a	257025	3880476	10
ʊ n tʰ r a χ ə t	196455	1846669	8
ʊ n tʰ r a s ə ŋ	193976	1691806	8
ʊ n tʰ ə χ ə ɴ χ a	192969	2374015	9
ʊ n tʰ ə n	92448	300324	5
ʊ n ʧ ʊ	58806	124146	4
ʊ n ʧ s ə ŋ	114257	540482	6
ʊ n ʧ ə ʧ	102663	343926	5
ʊ n t ə r ʧʰ	146206	713956	6
ʊ n ə ʧʰ ə χ ɮ a	214008	2000512	8
ʊ n ə χ a s	118746	590892	6
ʊ n ə s n a r	149715	1122767	7
ʊ n a ɢ a	80883	278586	5
ʊ m ə r t ə ŋ	174862	1098302	7
ʊ m a i ŋ	78408	243936	5
ʊ ɮ tʰ a i	112992	378576	5
ʊ ɮ s tʰ ə r ʧʰ	193066	1370692	7
ʊ ɮ s tʰ ə r	147889	793786	6
ʊ ɮ s r ʊ	110519	383858	5
ʊ ɮ s i ŋ	91872	286088	5
ʊ ɮʲ ə r ʊ ɮ ə ŋ	271839	2300409	8
ʊ ɮ ə m ʧ ɮ ə ɢ t ə ʧ	318718	6048230	11
ʊ i tʰ a i	104544	352836	5
ʊ i ɮ ə x g u i	236874	2195296	8
ʊ i t s ə ŋ	120295	578170	6
ʊ i t a t	99231	333630	5
ʊ j ə t e	115773	390000	5
ʊ t m ə ɴ χ ə n	145529	1473955	8
ʊ tʲ ə r ɮ ə ɢ ə ŋ	279128	3050579	9
ʊ tʲ ə r t ɮ ə ɢ ʊ t tʰ a i	407045	10545971	13
ʊ tʲ ə r t ə ɢ ʧʰ t ə g	329628	5958290	11
ʊ t t ə g	100533	332110	5
ʊ t ə m ə ŋ	121101	574234	6
ʊ t ə m t a	120776	630148	6
ʊ t a gʲ i ŋ x	128667	935374	7
ʊ ɢ s ə r t ə g	210622	1887651	8
ʊ ɢ ɮ a t	101343	324578	5
tʰ oo r ʧʰ ə x s ə ŋ	278499	3112929	9
tʰ o x o r ə m ʧ ə t	350921	5150864	10
tʰ o s o ɮ ə g t ə ʧ	342609	5155552	10
tʰ o s ə r	125744	445054	5
tʰ o s ə w tʰ e	177173	1357696	7
tʰ o s tʰ	79808	153536	4
tʰ o r ə ɮ x tʰ nʲ i g	333682	4777422	10
tʰ o r ə ɮ tʰʲ i g	273936	2387016	8
tʰ o r ə g s ə t	244977	2257251	8
tʰ o r ʧʰ ə x s ə ŋ	283309	3171895	9
tʰ o r ʧʰ i ŋ	167666	724750	6
tʰ o r xʲ i ŋ	157052	691639	6
tʰ o r s ə ŋ g u i	242979	3044883	9
tʰ o ŋ x ə ʧ	128645	724750	6
tʰ o ɮ o ɮ ə g ʧʰ tʰ e	383977	5663682	10
tʰ o ɮ o ɮ ə g ʧʰ ə t tʰ e	460821	10082056	12
tʰ o ɮ o ɮ u ɮ ʧ	332889	2911187	8
tʰ o ɮ o ɮ s ə ŋ	287638	2363366	8
tʰ o ɮ o ɮ ə n	274022	1693920	7
tʰ o ɮ ə w ɮ ə ɮ tʰ o r	412846	7776916	11
tʰ o ɮ ə w ɮ ə ɮ tʰʲ i g	380718	6767950	11
tʰ o tʲ ə ʧʰ ə n e	255309	2409013	8
tʰ o tʲ i x n o r	238845	2404093	8
tʰ o g ə ɮ	125744	445054	5
tʰ o g s ə g ʧʰ	173710	1260808	7
tʰ o g s ɮ o	153323	879846	6
tʰ o w o s o	169893	910530	6
tʰ o w ə g g u i x ə ŋ	310131	5636822	11
tʰ o w ɮ ə r ə ɮ	264695	2540306	8
tʰ o w ɮ ə r u ɮ ə ŋ	345466	4879469	10
tʰ o w ɮ ə ŋ	142854	687887	6
tʰ o wʲ i ŋ x ə ŋ	172749	1654402	8
tʰ uu x e r	131967	441855	5
tʰ uu r x ə ŋ	158619	696847	6
tʰ u ʃ ə g ɮ ə s ə ŋ	294816	4202998	10
tʰ u r u ɮ ə n	232730	1474080	7
tʰ u r ə m gʲ i ɮ ə ŋ	278256	3964252	10
tʰ u r ə m gʲ i ɮ ɮʲ i ŋ	332849	5680044	11
tʰ u n ʃ i ŋ	113064	549892	6
tʰ u n ʧ ə ŋ	124764	604210	6
tʰ u m ə n tʰ e	154464	1211470	7
tʰ u m n u tʲ i ŋ	176768	1608430	8
tʰ u ɮ x ə ɮ tʰ	223147	1497290	7
tʰ u i m ə r tʰ e	224331	2186360	8
tʰ u t g ə ɮ ʦ u ɮ s ə ŋ	377363	7923636	12
tʰ u g ə t ə g	183002	1267176	7
tʰ u g ʧ e t	146965	747150	6
tʰ u g ʧ e	107068	389782	5
tʰ u g ʧ r e	152773	816318	6
tʰ u g ʧ ə ʧ	145447	748722	6
tʰ u w ə g tʰ e	164804	1262986	7
tʰ u w ə g	94276	329267	5
tʰ u w ʃ ə n e s	190895	1861986	8
tʰ u w ʃ ə nʲ i	159100	1154514	7
tʰ u w t ə t	125985	670388	6
tʰ ee g ʧʰ	69745	139441	4
tʰ ee w ə r ɮ ə ɮ tʰʲ i ŋ	360043	6087247	11
tʰ i ʃ u r ʧʰ ə ŋ	230242	1949694	8
tʰ i xʲ i	64350	130878	4
tʰ i s gʲ ə m	104499	542266	6
tʰ i r ə g tʰ e	194478	1386494	7
tʰ i r ə g n u t	212861	1979327	8
tʰ i r nʲ i g e	174966	1267208	7
tʰ i r g u n e	182114	1297404	7
tʰ i r g u ɮ ə g ʧʰ ə t	352906	6364960	11
tʰ i n ə x	94446	337614	5
tʰ i n ə s ə ŋ	153757	1028770	7
tʰ i n ə ɮ e	151833	791006	6
tʰ i n ʦʰ u ɮ ʧ	174718	1235524	7
tʰ i n ʦʰ e	88776	336510	5
tʰ i n ʦʰ ə x u i ʦʰ	248274	2919454	9
tʰ i n ʦʰ ə x g u i	231180	2859004	9
tʰ i ŋ x ɮ ə g e	200777	1946590	8
tʰ i n t ə xʲ i ŋ	179922	1595314	8
tʰ i m e tʰ e	138447	731512	6
tʰ i m ʦʰ e n u t e s	264567	4016948	10
tʰ i m ʦʰ ə xʲ i g	180400	1700950	8
tʰ i m ʦʰ ə ɮ t ə x	245818	2974304	9
tʰ i m t ə g g u i	211556	2682246	9
tʰ i m t g u tʲ i g	214996	2573922	9
tʰ i ʧ e xʲ i ŋ	176319	1103934	7
tʰ i ʧ e ŋ	105633	314193	5
tʰ i ʧ e ɮ e r	234606	1589612	7
tʰ i ʧ ə g t ə ŋ	202310	1776734	8
tʰ i ʧ ə g t ə ʧ	214927	2030185	8
tʰ i g ə j	98223	332011	5
tʰ i g ʃ ɮ ə x	181170	1269832	7
tʰ i g ʃ ə tʰ g ə ɮʲ ə g	343045	6103196	11
tʰ i g s ə n e	157426	1168460	7
tʰ i g s g e t	150626	1110404	7
tʰ i g ʧ i tʰ ə ɮ	211514	2053628	8
tʰ i w ʧʰ e rʲ i ŋ	224532	1874114	8
tʰ i w ʧʰ e r g u i	253808	3064523	9
tʰ i w ʧʰ ə x g u i	234036	2887361	9
tʰ i w ʧʰ t ə g g u i	251125	3918330	10
tʰ i w r ə ɮ t ə ʧ	268178	3191839	9
tʰ e w	32448	32448	3
tʰ ʊ ʃ a w	93093	296293	5
tʰ ʊʊ ʧʰ ə χ s ə ŋ	187379	1671714	8
tʰ ʊʊ r wʲ ə ŋ	128797	594685	6
tʰ ʊʊ r wʲ ə t ə g	213490	1956708	8
tʰ ʊʊ r a i tʰ ə ŋ	217221	1863408	8
tʰ ʊʊ r a i	117253	371749	5
tʰ ʊʊ ɮ ə χ ə t	186591	1283270	7
tʰ ʊʊ ɢ a t	80678	290726	5
tʰ ʊ tʰ ə m ə ŋ	157039	1041800	7
tʰ ʊ s ɮ ʊ ɮ ə χ a r	294693	4496036	10
tʰ ʊ s ɮ ə ŋ	135852	624796	6
tʰ ʊ s ɮ ə ɮ ʦʰ a tʰ a i ɢ a r	427483	13139357	14
tʰ ʊ s ɮ a	101442	351268	5
tʰ ʊ s ɢ a r ɮ ə ɢ t t ə g	367186	9473188	13
tʰ ʊ r ʃ ə ɮ tʰ ʊ t ə g	348531	6215440	11
tʰ ʊ r ʃ ə ɮ tʰ a r	283753	3393109	9
tʰ ʊ r ʃ ə ɮ tʰ a	244681	2196344	8
tʰ ʊ r a χ	112332	337614	5
tʰ ʊ ŋ x ə g ɮ ə ʧ e	281659	4361522	10
tʰ ʊ ɴ χ ə ɢ ɮ ə t ə g	280115	5185780	11
tʰ ʊ ɮ ɢ ə r ə ŋ	222777	1921366	8
tʰ ʊ ɮ ə ɮ t s ə n	272838	3097060	9
tʰ ʊ ɮ ə ɮ t ə χ ə t	318681	4659056	10
tʰ ʊ ɮ ə ɮ t a n ə g	304751	4415080	10
tʰ ʊ ɮ ə ɮ t a n a s	298055	4259528	10
tʰ ʊ ɮ a n tʰ	140844	672718	6
tʰ ʊ i ɮ t s ə ŋ	203124	1776734	8
tʰ ʊ ɢ ə ɮ ɢ ə ŋ	187148	1685988	8
tʰ ʊ ɢ ə ɮ	94796	355239	5
