x	hx	logProbx	[]	[-sonorant,-ant]	[+sg]	[-nas,+lab]	[-sonorant,+ant]	[-cons,+cor]	[+sonorant,-cont]	[+cons,+dor]	[-high,-low]	[-sg,-ant]	[+cont,+voice,+cor]	[-voice,+ant,-secart]	[-syll,-nas][+cons]	[-syll][+wb]	[-low][+wb]	[+syll][+back]	[+wb][+syll]	[+syll,-low][+syll,-back]	[-syll,+sonorant][+cons,+sonorant]	[-syll][-voice]	[+cons,+sonorant,+dor][+sonorant]	[-nas][-delrel,+voice,-sg]	[-wb][+delrel,+lab]	[+wb][-syll,+sonorant]	[+cons,+lab][+low]	[+wb][+voice,-sg]	[+sonorant,-sg,+ant][+low]	[+high][][-high,-low]	[-high,-low][][+high]	[+low][][-high,-low]	[+wb][-nas,+dor][-back]	[-cont,+cor][-nas,+dor]	[-high,-back][][-high,-low,+back]	[-syll][+delrel,-sg]	[-delrel,+cor][][+wb]	[-ant][][+wb]	[-nas,+lab][][+wb]	[+delrel,+voice,+cor][][-sonorant]	violated_constraints
dh a zh o z a	-12.552	-21.529	8	1	1	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sg], [-sonorant,+ant], [-high,-low], [+cont,+voice,+cor], [+low][][-high,-low], 
d i tsv o sh a	-11.628	-20.605	8	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [-high,-low], [+wb][+voice,-sg], [+high][][-high,-low], [-ant][][+wb], 
dh u zh a h a	-8.809	-17.786	8	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sg], [-sonorant,+ant], [+cont,+voice,+cor], 
h u b o bv a	-14.46	-23.437	8	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	[], [+sg], [-nas,+lab], [-high,-low], [-nas][-delrel,+voice,-sg], [-wb][+delrel,+lab], [+cons,+lab][+low], [+high][][-high,-low], [-nas,+lab][][+wb], 
z o dh o p a	-7.721	-16.697	8	0	1	1	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [+sg], [-nas,+lab], [-sonorant,+ant], [-high,-low], [+cont,+voice,+cor], [+cons,+lab][+low], [-nas,+lab][][+wb], 
N o bv i j a	-11.942	-20.919	8	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [+sonorant,-cont], [+cons,+dor], [-high,-low], [+cons,+sonorant,+dor][+sonorant], [-wb][+delrel,+lab], [+wb][-syll,+sonorant], [-high,-low][][+high], [-ant][][+wb], 
dy a b u d a	-7.777	-16.753	8	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	[], [-sonorant,-ant], [-nas,+lab], [-sonorant,+ant], [-sg,-ant], [-nas][-delrel,+voice,-sg], [+wb][+voice,-sg], [-delrel,+cor][][+wb], 
ch a d u sv a	-6.629	-15.606	8	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [-nas][-delrel,+voice,-sg], [-ant][][+wb], 
dzv a h e w a	-15.86	-24.837	8	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-high,-low], [+syll][+back], [+low][][-high,-low], [-nas,+lab][][+wb], [+delrel,+voice,+cor][][-sonorant], 
t i zv a dzv a	-7.341	-16.318	8	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [+cont,+voice,+cor], [-ant][][+wb], 
mh i ch a nh a	-7.956	-16.932	8	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sg], [+sonorant,-cont], [+wb][-syll,+sonorant], 
ny o j u m a	-6.406	-15.383	8	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sonorant,-cont], [-high,-low], [-sg,-ant], [+wb][-syll,+sonorant], [+cons,+lab][+low], [-high,-low][][+high], 
dzv e g u zh a	-11.879	-20.856	8	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	[], [-sonorant,-ant], [+cons,+dor], [-high,-low], [+cont,+voice,+cor], [-nas][-delrel,+voice,-sg], [-high,-low][][+high], [-ant][][+wb], [+delrel,+voice,+cor][][-sonorant], 
nh a r u vh a	-9.245	-18.222	8	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [+sg], [-nas,+lab], [+sonorant,-cont], [+wb][-syll,+sonorant], [+cons,+lab][+low], [-nas,+lab][][+wb], 
sv i b i ch a	-7.041	-16.018	8	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [-nas][-delrel,+voice,-sg], [-ant][][+wb], 
N e d a m a	-6.563	-15.54	8	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,+ant], [+sonorant,-cont], [+cons,+dor], [-high,-low], [+cons,+sonorant,+dor][+sonorant], [-nas][-delrel,+voice,-sg], [+wb][-syll,+sonorant], [+cons,+lab][+low], 
v e w o zh a	-24.634	-33.611	8	1	0	2	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [-high,-low], [+cont,+voice,+cor], [+syll][+back], [+wb][+voice,-sg], [-high,-back][][-high,-low,+back], [-ant][][+wb], 
tsv e y u dz a	-6.896	-15.873	8	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [-cons,+cor], [-high,-low], [-high,-low][][+high], 
sv o ch e nh a	-6.161	-15.138	8	2	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sg], [+sonorant,-cont], [-high,-low], 
j i ty o b a	-15.54	-24.517	8	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	[], [-sonorant,-ant], [-nas,+lab], [-high,-low], [-sg,-ant], [-nas][-delrel,+voice,-sg], [+cons,+lab][+low], [+high][][-high,-low], [-nas,+lab][][+wb], [+delrel,+voice,+cor][][-sonorant], 
f o vh u s a	-7.034	-16.01	8	0	1	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	[], [+sg], [-nas,+lab], [-sonorant,+ant], [-high,-low], [-voice,+ant,-secart], [-high,-low][][+high], 
mh u p u m a	-4.996	-13.973	8	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-nas,+lab], [+sonorant,-cont], [+wb][-syll,+sonorant], [+cons,+lab][+low], 
ny a nh e nh a	-11.182	-20.158	8	0	2	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	[], [+sg], [+sonorant,-cont], [-high,-low], [-sg,-ant], [+wb][-syll,+sonorant], [+low][][-high,-low], 
j e v u h a	-8.092	-17.069	8	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-high,-low], [-high,-low][][+high], [+delrel,+voice,+cor][][-sonorant], 
ny i ny i dy a	-9.712	-18.689	8	1	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	[], [-sonorant,-ant], [+sonorant,-cont], [-sg,-ant], [-nas][-delrel,+voice,-sg], [+wb][-syll,+sonorant], [-delrel,+cor][][+wb], [-ant][][+wb], 
ch e v a nh a	-5.673	-14.65	8	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [+sonorant,-cont], [-high,-low], [+cons,+lab][+low], 
p e dh u tsv a	-8.483	-17.459	8	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-sonorant,+ant], [-high,-low], [-high,-low][][+high], [-ant][][+wb], 
bh u zh u g a	-7.941	-16.917	8	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [+cons,+dor], [+cont,+voice,+cor], [-nas][-delrel,+voice,-sg], 
bh i d i mh a	-7.659	-16.635	8	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [-nas][-delrel,+voice,-sg], [+cons,+lab][+low], 
pf e tsv e dzv a	-5.9	-14.876	8	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [-high,-low], [-ant][][+wb], 
m e r e sv a	-4.814	-13.791	8	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sonorant,-cont], [-high,-low], [+wb][-syll,+sonorant], [-ant][][+wb], 
sv u d a dy a	-10.165	-19.142	8	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [-sg,-ant], [-nas][-delrel,+voice,-sg], [-delrel,+cor][][+wb], [-ant][][+wb], 
m o dzv u dh a	-10.389	-19.365	8	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	[], [-sonorant,-ant], [+sg], [-sonorant,+ant], [+sonorant,-cont], [-high,-low], [+wb][-syll,+sonorant], [-high,-low][][+high], [-delrel,+cor][][+wb], [+delrel,+voice,+cor][][-sonorant], 
s u bv o w a	-15.196	-24.172	8	0	0	2	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	[], [-nas,+lab], [-sonorant,+ant], [-high,-low], [-voice,+ant,-secart], [+syll][+back], [-wb][+delrel,+lab], [+high][][-high,-low], [-nas,+lab][][+wb], 
b u nh u g a	-4.946	-13.922	8	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-nas,+lab], [+sonorant,-cont], [+cons,+dor], [-nas][-delrel,+voice,-sg], [+wb][+voice,-sg], 
vh o s i ch a	-10.15	-19.127	8	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-sonorant,+ant], [-high,-low], [-voice,+ant,-secart], [-high,-low][][+high], [-ant][][+wb], 
mh a h a dz a	-7.105	-16.081	8	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-sonorant,+ant], [+sonorant,-cont], [+wb][-syll,+sonorant], [+cons,+lab][+low], 
dz o bv e dz a	-4.5	-13.477	8	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	[], [-nas,+lab], [-sonorant,+ant], [-high,-low], [-wb][+delrel,+lab], [+wb][+voice,-sg], [+delrel,+voice,+cor][][-sonorant], 
sv u nh u y a	-7.486	-16.462	8	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sg], [-cons,+cor], [+sonorant,-cont], 
sv u tsv i sh a	-7.116	-16.092	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-ant][][+wb], 
sv i pf a tsv a	-8.348	-17.325	8	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [-wb][+delrel,+lab], [+cons,+lab][+low], [-ant][][+wb], 
mh a p o p a	-12.324	-21.3	8	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	1	0	[], [+sg], [-nas,+lab], [+sonorant,-cont], [-high,-low], [+wb][-syll,+sonorant], [+cons,+lab][+low], [+low][][-high,-low], [-nas,+lab][][+wb], 
bv a b a N a	-7.844	-16.82	8	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	[], [-nas,+lab], [+sonorant,-cont], [+cons,+dor], [+cons,+sonorant,+dor][+sonorant], [-nas][-delrel,+voice,-sg], [+cons,+lab][+low], [+wb][+voice,-sg], 
dzv o N e v a	-8.141	-17.118	8	1	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [-nas,+lab], [+sonorant,-cont], [+cons,+dor], [-high,-low], [+cons,+sonorant,+dor][+sonorant], [+cons,+lab][+low], [-nas,+lab][][+wb], 
dzv e ts o v a	-21.808	-30.784	8	1	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	[], [-sonorant,-ant], [-nas,+lab], [-sonorant,+ant], [-high,-low], [-voice,+ant,-secart], [+cons,+lab][+low], [-high,-back][][-high,-low,+back], [-nas,+lab][][+wb], [+delrel,+voice,+cor][][-sonorant], 
y u dz e d a	-14.199	-23.176	8	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	[], [-sonorant,+ant], [-cons,+cor], [-high,-low], [-nas][-delrel,+voice,-sg], [+wb][-syll,+sonorant], [+high][][-high,-low], [-delrel,+cor][][+wb], [+delrel,+voice,+cor][][-sonorant], 
ty o dzv e z a	-7.823	-16.8	8	2	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[], [-sonorant,-ant], [-sonorant,+ant], [-high,-low], [-sg,-ant], [+cont,+voice,+cor], [+delrel,+voice,+cor][][-sonorant], 
t o zv u sh a	-9.228	-18.204	8	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [-high,-low], [+cont,+voice,+cor], [-high,-low][][+high], [-ant][][+wb], 
N e mh i ch a	-12.335	-21.312	8	1	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [+sonorant,-cont], [+cons,+dor], [-high,-low], [+cons,+sonorant,+dor][+sonorant], [+wb][-syll,+sonorant], [-high,-low][][+high], [-ant][][+wb], 
t e p a g a	-2.666	-11.643	8	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-nas,+lab], [-sonorant,+ant], [+cons,+dor], [-high,-low], [-nas][-delrel,+voice,-sg], [+cons,+lab][+low], 
p a t a mh a	-4.773	-13.75	8	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [+cons,+lab][+low], 
r a dz i k a	-2.644	-11.621	8	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[], [-sonorant,+ant], [+cons,+dor], [+wb][-syll,+sonorant], [+delrel,+voice,+cor][][-sonorant], 
ch u m o p a	-10.343	-19.319	8	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [-nas,+lab], [+sonorant,-cont], [-high,-low], [+cons,+lab][+low], [+high][][-high,-low], [-nas,+lab][][+wb], 
ty o r e nh a	-5.12	-14.097	8	1	1	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sg], [+sonorant,-cont], [-high,-low], [-sg,-ant], 
b u w o vh a	-16.394	-25.37	8	0	1	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	[], [+sg], [-nas,+lab], [-high,-low], [+syll][+back], [+cons,+lab][+low], [+wb][+voice,-sg], [+high][][-high,-low], [-nas,+lab][][+wb], 
ny e f e nh a	-4.949	-13.925	8	0	1	1	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-nas,+lab], [+sonorant,-cont], [-high,-low], [-sg,-ant], [+wb][-syll,+sonorant], 
v o sv o bv a	-7.786	-16.763	8	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [-nas,+lab], [-high,-low], [-wb][+delrel,+lab], [+cons,+lab][+low], [+wb][+voice,-sg], [-nas,+lab][][+wb], 
nh u y i mh a	-10.253	-19.23	8	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-cons,+cor], [+sonorant,-cont], [+wb][-syll,+sonorant], [+cons,+lab][+low], 
bv o ts e tsv a	-6.569	-15.545	8	1	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [-sonorant,+ant], [-high,-low], [-voice,+ant,-secart], [+wb][+voice,-sg], [-ant][][+wb], 
n o s i s a	-6.454	-15.43	8	0	0	0	2	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	[], [-sonorant,+ant], [+sonorant,-cont], [-high,-low], [-voice,+ant,-secart], [+wb][-syll,+sonorant], [-high,-low][][+high], 
g o h e m a	-4.222	-13.199	8	0	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [+sonorant,-cont], [+cons,+dor], [-high,-low], [+cons,+lab][+low], [+wb][+voice,-sg], 
bv u ty u j a	-7.26	-16.236	8	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [-sg,-ant], [+wb][+voice,-sg], [-ant][][+wb], 
p a bv i n a	-4.886	-13.862	8	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	[], [-nas,+lab], [+sonorant,-cont], [-wb][+delrel,+lab], [+cons,+lab][+low], [+sonorant,-sg,+ant][+low], 
dzv u vh o ts a	-13.428	-22.405	8	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-sonorant,+ant], [-high,-low], [-voice,+ant,-secart], [+high][][-high,-low], [+delrel,+voice,+cor][][-sonorant], 
j i f o j a	-12.769	-21.746	8	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	[], [-sonorant,-ant], [-nas,+lab], [-high,-low], [+high][][-high,-low], [-ant][][+wb], [+delrel,+voice,+cor][][-sonorant], 
dh e r a v a	-5.675	-14.652	8	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [+sg], [-nas,+lab], [-sonorant,+ant], [-high,-low], [+cons,+lab][+low], [-nas,+lab][][+wb], 
v i ts e zv a	-13.933	-22.91	8	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [-sonorant,+ant], [-high,-low], [+cont,+voice,+cor], [-voice,+ant,-secart], [+wb][+voice,-sg], [+high][][-high,-low], [-ant][][+wb], 
N u s i w a	-11.91	-20.887	8	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [+cons,+dor], [-voice,+ant,-secart], [+syll][+back], [+cons,+sonorant,+dor][+sonorant], [+wb][-syll,+sonorant], [-nas,+lab][][+wb], 
vh e b u n a	-7.987	-16.963	8	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	[], [+sg], [-nas,+lab], [+sonorant,-cont], [-high,-low], [-nas][-delrel,+voice,-sg], [+sonorant,-sg,+ant][+low], [-high,-low][][+high], 
N o k u b a	-10.541	-19.518	8	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	[], [-nas,+lab], [+sonorant,-cont], [+cons,+dor], [-high,-low], [+cons,+sonorant,+dor][+sonorant], [-nas][-delrel,+voice,-sg], [+wb][-syll,+sonorant], [+cons,+lab][+low], [-high,-low][][+high], [-nas,+lab][][+wb], 
vh e p a ts a	-6.071	-15.048	8	0	1	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-nas,+lab], [-sonorant,+ant], [-high,-low], [-voice,+ant,-secart], [+cons,+lab][+low], 
nh i dz i m a	-4.584	-13.56	8	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-sonorant,+ant], [+sonorant,-cont], [+wb][-syll,+sonorant], [+cons,+lab][+low], 
j i t o vh a	-14.365	-23.341	8	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-sonorant,+ant], [-high,-low], [+cons,+lab][+low], [+high][][-high,-low], [-nas,+lab][][+wb], [+delrel,+voice,+cor][][-sonorant], 
w o dzv u z a	-8.71	-17.687	8	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	[], [-sonorant,-ant], [-nas,+lab], [-sonorant,+ant], [-high,-low], [+cont,+voice,+cor], [+wb][-syll,+sonorant], [-high,-low][][+high], [+delrel,+voice,+cor][][-sonorant], 
bv u w e p a	-13.873	-22.849	8	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	[], [-nas,+lab], [-high,-low], [+syll][+back], [+cons,+lab][+low], [+wb][+voice,-sg], [+high][][-high,-low], [-nas,+lab][][+wb], 
y a N u vh a	-13.129	-22.106	8	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [+sg], [-nas,+lab], [-cons,+cor], [+sonorant,-cont], [+cons,+dor], [+cons,+sonorant,+dor][+sonorant], [+wb][-syll,+sonorant], [+cons,+lab][+low], [-nas,+lab][][+wb], 
f o w o r a	-4.671	-13.648	8	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-nas,+lab], [-high,-low], [+syll][+back], 
g e d o k a	-17.886	-26.863	8	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	[], [-sonorant,+ant], [+cons,+dor], [-high,-low], [-nas][-delrel,+voice,-sg], [+wb][+voice,-sg], [+wb][-nas,+dor][-back], [-high,-back][][-high,-low,+back], 
dh i z e y a	-13.267	-22.243	8	0	1	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-sonorant,+ant], [-cons,+cor], [-high,-low], [+cont,+voice,+cor], [+high][][-high,-low], 
