x	hx	logProbx	[]	[+wb][+wb]	[+wb][+wb]	[-ant][]	[+sg]	[+high][-high]	[+wb][+back][+wb]	[-low][+wb]	[-wb][+lab]	[-syll,-cons]	[+ant,-secart][-wb]	[+sonorant,-cont]	[+wb][-back][+wb]	[+voice][-voice,+cor]	[+delrel,+lab]	[+wb][-back][+back]	[+cont,+voice][]	[+wb][+high,+back][+wb]	[-cont,+secart][]	[-syll,-nas][+cons]	[-high][+high,-back]	[+low][-low]	[-syll][+wb]	[+syll,+high][]	[-back][+back]	[-low][+low][+back]	[+wb][][+wb]	[+syll][+syll]	[-low][+wb]	[+wb][+syll,+back][-back]	[+wb][+syll]	[-syll][-voice]	[-syll,+sonorant][+cons,+sonorant]	[+cons,+sonorant,+dor][+sonorant]	[-nas][-delrel,+voice,-sg]	[-voice][-voice,+ant,-secart]	[-wb][-voice,+lab]	[+syll][+low]	[+sonorant,-ant][-syll,-nas]	[+lab][+cor]	[-nas][-ant]	[+dor][+cor]	[-cont,-sg,+lab][-high]	[+wb][-syll,+sonorant]	[+sonorant,-sg,+ant][+low]	[+syll,-low][-cons]	[+lab][][+wb]	[-low][-delrel,+cor][+low]	violated_constraints
r a z u dzv a	-7.892	-16.834	8	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	[], [-ant][], [+ant,-secart][-wb], [+cont,+voice][], [+wb][+high,+back][+wb], [-cont,+secart][], [+syll,+high][], [-nas][-ant], [+wb][-syll,+sonorant], 
vh o b o pf a	-10.128	-19.07	8	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	[], [+sg], [-wb][+lab], [+delrel,+lab], [+cont,+voice][], [-nas][-delrel,+voice,-sg], [-wb][-voice,+lab], [-cont,-sg,+lab][-high], [+lab][][+wb], 
t u m a nh a	-3.43	-12.373	8	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	[], [+sg], [+sonorant,-cont], [+wb][+high,+back][+wb], [+syll,+high][], [+wb][][+wb], [-cont,-sg,+lab][-high], 
t e t u dy a	-8.123	-17.065	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	[], [-ant][], [+wb][-back][+back], [-cont,+secart][], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-nas][-ant], [-low][-delrel,+cor][+low], 
d i j e s a	-5.692	-14.635	8	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+high][-high], [+voice][-voice,+cor], [+syll,+high][], [-nas][-ant], 
k u ty u ch a	-6.431	-15.373	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	[], [-ant][], [-cont,+secart][], [+syll,+high][], [-nas][-ant], 
w u ts o s a	-7.928	-16.87	8	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	[], [+high][-high], [+wb][+back][+wb], [-syll,-cons], [+ant,-secart][-wb], [+syll,+high][], [-voice][-voice,+ant,-secart], [+wb][-syll,+sonorant], 
p a N e g a	-8.45	-17.392	8	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sonorant,-cont], [+wb][-back][+wb], [+low][-low], [+cons,+sonorant,+dor][+sonorant], [-nas][-delrel,+voice,-sg], 
f a bv u N a	-4.726	-13.668	8	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-wb][+lab], [+sonorant,-cont], [+delrel,+lab], [+wb][+high,+back][+wb], [+syll,+high][], [+cons,+sonorant,+dor][+sonorant], 
y a N o s a	-13.102	-22.045	8	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	[], [+high][-high], [+wb][+back][+wb], [-syll,-cons], [+sonorant,-cont], [+wb][-back][+back], [+low][-low], [+wb][][+wb], [+cons,+sonorant,+dor][+sonorant], [+wb][-syll,+sonorant], 
mh u b o v a	-11.078	-20.021	8	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	[], [+sg], [+high][-high], [+wb][+back][+wb], [-wb][+lab], [+sonorant,-cont], [+cont,+voice][], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-cont,-sg,+lab][-high], [+wb][-syll,+sonorant], [+lab][][+wb], 
m i N u ty a	-10.98	-19.922	8	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	[], [-ant][], [+sonorant,-cont], [+wb][-back][+back], [-cont,+secart][], [+syll,+high][], [+wb][][+wb], [+cons,+sonorant,+dor][+sonorant], [-nas][-ant], [+wb][-syll,+sonorant], [-low][-delrel,+cor][+low], 
k a s i vh a	-8.829	-17.771	8	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	[], [+sg], [-wb][+lab], [+ant,-secart][-wb], [+wb][-back][+wb], [+cont,+voice][], [+syll,+high][], [-voice][-voice,+ant,-secart], [+lab][][+wb], 
sh e d u dz a	-3.805	-12.747	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-ant][], [+wb][-back][+back], [+syll,+high][], [-nas][-delrel,+voice,-sg], 
ch e pf u bv a	-8.416	-17.358	8	0	0	1	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	[], [-ant][], [-wb][+lab], [+delrel,+lab], [+wb][-back][+back], [+syll,+high][], [-wb][-voice,+lab], [-cont,-sg,+lab][-high], [+lab][][+wb], 
n i t o p a	-8.557	-17.499	8	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	[], [+high][-high], [+wb][+back][+wb], [-wb][+lab], [+sonorant,-cont], [+wb][-back][+back], [+syll,+high][], [-wb][-voice,+lab], [+wb][-syll,+sonorant], [+lab][][+wb], 
vh o sh a p a	-13.236	-22.179	8	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	[], [-ant][], [+sg], [+wb][+back][+wb], [-wb][+lab], [+voice][-voice,+cor], [+cont,+voice][], [-low][+low][+back], [-wb][-voice,+lab], [-nas][-ant], [+lab][][+wb], 
bv e ty i v a	-11.807	-20.749	8	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	[], [-ant][], [-wb][+lab], [+voice][-voice,+cor], [+delrel,+lab], [+cont,+voice][], [-cont,+secart][], [-high][+high,-back], [+syll,+high][], [-nas][-ant], [-cont,-sg,+lab][-high], [+lab][][+wb], 
m i vh o k a	-9.183	-18.125	8	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	[], [+sg], [+high][-high], [+wb][+back][+wb], [+sonorant,-cont], [+wb][-back][+back], [+cont,+voice][], [+syll,+high][], [+wb][-syll,+sonorant], 
ty i ty u j a	-10.515	-19.458	8	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	[], [-ant][], [+wb][-back][+back], [-cont,+secart][], [+syll,+high][], [-nas][-ant], 
y o dh u dh a	-12.812	-21.754	8	0	0	0	2	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	[], [+sg], [+high][-high], [+wb][+back][+wb], [-syll,-cons], [+wb][-back][+back], [+syll,+high][], [+wb][-syll,+sonorant], [-low][-delrel,+cor][+low], 
h a y o pf a	-15.795	-24.738	8	0	0	0	1	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	[], [+sg], [+high][-high], [+wb][+back][+wb], [-wb][+lab], [-syll,-cons], [+delrel,+lab], [+wb][-back][+back], [+low][-low], [-wb][-voice,+lab], [+lab][][+wb], 
j e p e ny a	-4.168	-13.11	8	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [-wb][+lab], [+sonorant,-cont], [-wb][-voice,+lab], [-nas][-ant], 
nh i zv e mh a	-13.008	-21.95	8	0	0	1	2	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	[], [-ant][], [+sg], [+high][-high], [+sonorant,-cont], [+cont,+voice][], [+syll,+high][], [+wb][][+wb], [-nas][-ant], [+wb][-syll,+sonorant], [+lab][][+wb], 
mh o d i s a	-10.41	-19.353	8	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	[], [+sg], [+wb][+back][+wb], [+sonorant,-cont], [+voice][-voice,+cor], [-high][+high,-back], [+syll,+high][], [+wb][+syll,+back][-back], [-nas][-delrel,+voice,-sg], [+wb][-syll,+sonorant], 
mh o mh o nh a	-8.431	-17.373	8	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	[], [+sg], [+sonorant,-cont], [+wb][-syll,+sonorant], 
v a dz o zv a	-10.901	-19.843	8	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+wb][+back][+wb], [+ant,-secart][-wb], [+cont,+voice][], [+low][-low], [-nas][-ant], 
z i bv a j a	-7.102	-16.044	8	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	[], [-ant][], [-wb][+lab], [+ant,-secart][-wb], [+wb][-back][+wb], [+delrel,+lab], [+cont,+voice][], [+syll,+high][], [-nas][-ant], [-cont,-sg,+lab][-high], 
j e sv i dh a	-10.511	-19.453	8	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	[], [-ant][], [+sg], [+voice][-voice,+cor], [-high][+high,-back], [+syll,+high][], [-nas][-ant], [-low][-delrel,+cor][+low], 
vh e v e dh a	-9.109	-18.051	8	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[], [+sg], [-wb][+lab], [+cont,+voice][], [-low][-delrel,+cor][+low], 
s o z e dh a	-8.56	-17.502	8	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[], [+sg], [+ant,-secart][-wb], [+cont,+voice][], [+wb][+syll,+back][-back], [-low][-delrel,+cor][+low], 
m a tsv o n a	-11.414	-20.356	8	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	[], [-ant][], [+wb][+back][+wb], [+sonorant,-cont], [-cont,+secart][], [+low][-low], [+wb][][+wb], [-nas][-ant], [-cont,-sg,+lab][-high], [+wb][-syll,+sonorant], [+sonorant,-sg,+ant][+low], 
k u dh i j a	-5.937	-14.88	8	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sg], [+syll,+high][], [+wb][+syll,+back][-back], [-nas][-ant], 
sh i sv o mh a	-11.782	-20.724	8	0	0	2	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	[], [-ant][], [+sg], [+high][-high], [+wb][+back][+wb], [+sonorant,-cont], [+wb][-back][+back], [+syll,+high][], [-nas][-ant], [+lab][][+wb], 
ty e dzv o ts a	-22.555	-31.497	8	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+voice][-voice,+cor], [+wb][-back][+back], [-cont,+secart][], [-back][+back], [-nas][-ant], 
t o vh i ch a	-11.911	-20.854	8	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sg], [+wb][+back][+wb], [-wb][+lab], [+voice][-voice,+cor], [+cont,+voice][], [-high][+high,-back], [+syll,+high][], [+wb][+syll,+back][-back], [-nas][-ant], 
bv u p a r a	-3.3	-12.242	8	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	[], [-wb][+lab], [+delrel,+lab], [+wb][+high,+back][+wb], [+syll,+high][], [-wb][-voice,+lab], 
sv i ny i sv a	-4.776	-13.719	8	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	[], [-ant][], [+sonorant,-cont], [+syll,+high][], [-nas][-ant], 
g o mh i sh a	-10.512	-19.454	8	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sg], [+wb][+back][+wb], [+sonorant,-cont], [+voice][-voice,+cor], [-high][+high,-back], [+syll,+high][], [+wb][+syll,+back][-back], [-nas][-ant], 
m i r a s a	-1.617	-10.559	8	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	[], [+sonorant,-cont], [+wb][-back][+wb], [+syll,+high][], [+wb][][+wb], [+wb][-syll,+sonorant], 
dzv i ts a f a	-9.327	-18.269	8	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	[], [-ant][], [-wb][+lab], [+ant,-secart][-wb], [+wb][-back][+wb], [+voice][-voice,+cor], [-cont,+secart][], [+syll,+high][], [-wb][-voice,+lab], [+lab][][+wb], 
bh e ts e d a	-7.959	-16.901	8	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	[], [+sg], [+ant,-secart][-wb], [+voice][-voice,+cor], [-nas][-delrel,+voice,-sg], [-low][-delrel,+cor][+low], 
m u vh o mh a	-11.897	-20.839	8	0	0	0	2	1	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	[], [+sg], [+high][-high], [+wb][+back][+wb], [+sonorant,-cont], [+cont,+voice][], [+syll,+high][], [+wb][][+wb], [+wb][-syll,+sonorant], [+lab][][+wb], 
z o bh i dz a	-9.057	-17.999	8	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [+wb][+back][+wb], [-wb][+lab], [+ant,-secart][-wb], [+cont,+voice][], [-high][+high,-back], [+syll,+high][], [+wb][+syll,+back][-back], 
ch o j o sh a	-7.422	-16.364	8	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	[], [-ant][], [+voice][-voice,+cor], [-nas][-ant], 
r u bh i mh a	-8.582	-17.524	8	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	[], [+sg], [+sonorant,-cont], [+syll,+high][], [+wb][][+wb], [+wb][+syll,+back][-back], [+wb][-syll,+sonorant], [+lab][][+wb], 
tsv e k a t a	-4.029	-12.971	8	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-ant][], [+wb][-back][+wb], [-cont,+secart][], [-low][+low][+back], 
h e bv e p a	-7.353	-16.296	8	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	[], [+sg], [-wb][+lab], [+delrel,+lab], [-wb][-voice,+lab], [-cont,-sg,+lab][-high], [+lab][][+wb], 
tsv i ny o N a	-11.729	-20.671	8	0	0	1	0	1	1	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+high][-high], [+wb][+back][+wb], [+sonorant,-cont], [+wb][-back][+back], [-cont,+secart][], [+syll,+high][], [+wb][][+wb], [+cons,+sonorant,+dor][+sonorant], [-nas][-ant], 
sv e ts i g a	-6.904	-15.847	8	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	[], [-ant][], [+ant,-secart][-wb], [-high][+high,-back], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-voice][-voice,+ant,-secart], 
s o d a g a	-7.244	-16.186	8	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	[], [+wb][+back][+wb], [+ant,-secart][-wb], [-low][+low][+back], [-nas][-delrel,+voice,-sg], [-low][-delrel,+cor][+low], 
j a s i y a	-6.103	-15.046	8	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-ant][], [-syll,-cons], [+voice][-voice,+cor], [+syll,+high][], [+syll,-low][-cons], 
zh i sh u t a	-9.138	-18.08	8	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	[], [-ant][], [+voice][-voice,+cor], [+wb][-back][+back], [+cont,+voice][], [+syll,+high][], [-nas][-ant], [-low][-delrel,+cor][+low], 
ny a ty a w a	-8.176	-17.118	8	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	[], [-ant][], [-syll,-cons], [+sonorant,-cont], [+wb][+high,+back][+wb], [-cont,+secart][], [+wb][][+wb], [-nas][-ant], [+wb][-syll,+sonorant], [+lab][][+wb], 
w e nh o g a	-20.618	-29.561	8	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	[], [+sg], [+high][-high], [-syll,-cons], [+sonorant,-cont], [-back][+back], [+wb][][+wb], [-nas][-delrel,+voice,-sg], [+wb][-syll,+sonorant], 
h a g i ty a	-11.435	-20.377	8	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	[], [-ant][], [+sg], [+wb][-back][+wb], [+voice][-voice,+cor], [-cont,+secart][], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-nas][-ant], [-low][-delrel,+cor][+low], 
tsv a v a dzv a	-8.427	-17.37	8	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [+wb][+wb], [-ant][], [-wb][+lab], [+cont,+voice][], [-cont,+secart][], [-nas][-ant], 
m u b i p a	-6.609	-15.551	8	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	[], [-wb][+lab], [+sonorant,-cont], [+syll,+high][], [+wb][+syll,+back][-back], [-nas][-delrel,+voice,-sg], [-wb][-voice,+lab], [+wb][-syll,+sonorant], [+lab][][+wb], 
sh i tsv i sh a	-7.453	-16.395	8	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	[], [-ant][], [-cont,+secart][], [+syll,+high][], [-nas][-ant], 
ch i m a m a	-4.083	-13.025	8	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	[], [-ant][], [+sonorant,-cont], [+wb][-back][+wb], [+syll,+high][], [+wb][][+wb], [-cont,-sg,+lab][-high], [+lab][][+wb], 
n o f e dh a	-7.537	-16.48	8	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	[], [+sg], [+sonorant,-cont], [+wb][+syll,+back][-back], [-wb][-voice,+lab], [+wb][-syll,+sonorant], [-low][-delrel,+cor][+low], 
b o f o z a	-3.607	-12.549	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	[], [-wb][+lab], [+cont,+voice][], [-wb][-voice,+lab], [-cont,-sg,+lab][-high], 
dz i b i sv a	-6.544	-15.486	8	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [-wb][+lab], [+ant,-secart][-wb], [+voice][-voice,+cor], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-nas][-ant], 
m e vh u m a	-8.696	-17.638	8	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	[], [+sg], [+sonorant,-cont], [+wb][-back][+back], [+cont,+voice][], [+syll,+high][], [+wb][][+wb], [-cont,-sg,+lab][-high], [+wb][-syll,+sonorant], [+lab][][+wb], 
mh e dh i k a	-7.598	-16.54	8	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	[], [+sg], [+sonorant,-cont], [-high][+high,-back], [+syll,+high][], [+wb][-syll,+sonorant], 
d u zv u dzv a	-7.831	-16.773	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	[], [-ant][], [+cont,+voice][], [-cont,+secart][], [+syll,+high][], [-nas][-ant], 
bv u r o ch a	-8.109	-17.051	8	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+high][-high], [+wb][+back][+wb], [+voice][-voice,+cor], [+delrel,+lab], [+syll,+high][], [-nas][-ant], 
d u dy a h a	-9.602	-18.545	8	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	[], [-ant][], [+sg], [+wb][+high,+back][+wb], [-cont,+secart][], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-nas][-ant], [-low][-delrel,+cor][+low], 
k u z e k a	-5.28	-14.222	8	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+high][-high], [+ant,-secart][-wb], [+cont,+voice][], [+syll,+high][], [+wb][+syll,+back][-back], 
